24, 0.008200
25, 0.004319
26, 0.006745
27, 0.071158
28, 0.081357
29, 0.020885
30, 0.023353
31, 0.043148
32, 0.058301
33, 0.043041
34, 0.019743
35, 0.006665
36, 0.140904
37, 0.070702
38, 0.026062
39, 0.064143
40, 0.011996
41, 0.089728
42, 0.046155
43, 0.008951
44, 0.025196
45, 0.021073
46, 0.135121
47, 0.046558
48, 0.023029
49, 0.022786
50, 0.009502
51, 0.263046
52, 0.032992
53, 0.020725
54, 0.356729
55, 0.074654
56, 0.096771
57, 0.424321
58, 0.119891
59, 0.106182
60, 0.010552
61, 0.018127
62, 0.156669
63, 0.019684
64, 0.059918
65, 0.060125
66, 0.086879
67, 0.330408
68, 0.155255
69, 0.172181
70, 0.081668
71, 0.227009
72, 0.245167
73, 0.006382
74, 0.276036
75, 0.046100
76, 0.281975
77, 0.234649
78, 0.034565
79, 0.353389
80, 0.204803
81, 0.120887
82, 0.353502
83, 0.110128
84, 0.069093
85, 0.160883
86, 0.073956
87, 0.105084
88, 0.206013
89, 0.114282
90, 0.300404
91, 0.061654
92, 0.872964
93, 0.251782
94, 0.272045
95, 0.326138
96, 0.096937
97, 0.090633
98, 0.181349
99, 0.144834
100, 0.385401
